city,name,type,phone,email,address,latitude,longitude,google_maps,instagram,facebook,website,note,status,next_step
Sulaymaniyah,Four Lights Pharmacy,Pharmacy (formula & diapers),+9647715046575,,Sulaymaniyah,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Glena Pharmacy,Pharmacy (formula & diapers),+9647700514644,,"Mawlawi St Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Hawlati Pharmacy,Pharmacy (formula & diapers),+9647719908739,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Heart Pharmacy1,Pharmacy (formula & diapers),+9647501463445,,"Family mall Baban St Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Ibrahim Pasha Pharmacy,Pharmacy (formula & diapers),+9647705550092,,Ibrahim Pasha St Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Iris Pharmacy,Pharmacy (formula & diapers),+9647721909000,,"Badirkhan Street Al Sulaymaneyah Al Sulaymaneyah 46001, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Jriwa Phrmacy,Pharmacy (formula & diapers),+9647707323737,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Karwkh Pharmacy,Pharmacy (formula & diapers),+9647702287980,,"Slemani District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Khak Pharmacy,Pharmacy (formula & diapers),+9647481505820,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Khezan Pharmacy,Pharmacy (formula & diapers),+9647700202023,,"Ibrahim Pasha St Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Lalo Pharmacy,Pharmacy (formula & diapers),+9647707720072,,Ibrahim pasha Al Sulaymaniyah 46001,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Lano Pharmacy,Pharmacy (formula & diapers),+9647501826610,,"Malik Mahmud Ring Road Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Lewa Pharmacy,Pharmacy (formula & diapers),+9647701363456,,Sulaymaniyah,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Mand Pharmacy,Pharmacy (formula & diapers),+9647725234144,,"ibrahim ahmad Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Medicx Pharmacy,Pharmacy (formula & diapers),+9647731510773,,"Ibrahim Pasha St Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Mexak Pharmacy,Pharmacy (formula & diapers),+9647703461000,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Mordan Pharmacy,Pharmacy (formula & diapers),+964533251534,,"Darogha street Sulaymaniyah KRG, 00964",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Mzhda Pharmacy,Pharmacy (formula & diapers),+9647515159524,,Ibrahim Pasha St Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Noringay Zina,Pharmacy (formula & diapers),+9647719423455,,Sulaymaniyah,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Novo Pharmacy,Pharmacy (formula & diapers),+9647511646440,,"Bakhtiari Taza St Sulaymaniyah Sulaymaniyah Governorate, 12",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Obed Pharmacy,Pharmacy (formula & diapers),+9647701566275,,Bazian Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Omed Pharmacy,Pharmacy (formula & diapers),+9647701599398,,"Bazian, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Panda Pharmacy,Pharmacy (formula & diapers),+9647701590970,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Raman Drug Store,Pharmacy (formula & diapers),+964533202236,,"Goran Street Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Razyana,Pharmacy (formula & diapers),+9647511272557,,"Barika Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Rozhcity Pharmacy,Pharmacy (formula & diapers),+9647511989775,,"Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Rzgary Pharmacy,Pharmacy (formula & diapers),+9647719700481,,Rzgary street Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Salim Bag Pharmacy,Pharmacy (formula & diapers),+9647715170505,,"Ibrahim Pasha St Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Sarwary Pharmacy,Pharmacy (formula & diapers),+9647717710606,,Sarwari Rd Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Shajwan Pharmacy,Pharmacy (formula & diapers),+9647703554490,,"Kanishka Rd Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Silver Pharma,Pharmacy (formula & diapers),+9647701388000,,"Road Sulaymaniyah, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Vary Pharmacy,Pharmacy (formula & diapers),+964533206027,,"Goran Street Sulaymaniyah Sulaymaniyah Governorate, 46001",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Yfarhad Pharmace,Pharmacy (formula & diapers),+9647515029013,,"Bakrajo Road, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sulaymaniyah,Zara Pharmacy,Pharmacy (formula & diapers),+9647703870102,,Sulaymaniyah Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharazur,Asia Pharmacy,Pharmacy (formula & diapers),+9647701571153,,"Sharazur District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharazur,Asuda Pharmacy,Pharmacy (formula & diapers),+9647501925424,,"Sharazur District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Chamchamal,Bawk Pharmacy,Pharmacy (formula & diapers),+9647721068252,,Chamchamal Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Pshdar,Chyadost Pharmacy,Pharmacy (formula & diapers),+9647501824525,,"Pshdar District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Kalar,Cihan Pharmacy & Lab,Pharmacy (formula & diapers),+9647702490980,,"Kalar, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Dalany Ranya Pharmacy,Pharmacy (formula & diapers),+9647500144008,,"Main Bazar Str. Opposite Najiakhan Masjid Ranya Sulaymaniyah Governorate, 46012",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Darbandikhan,Dawa Pharmacy,Pharmacy (formula & diapers),+9647701426624,,"Hawarabarz Darbandikan 46020 Iraq, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharbazher,Drug Store(Darmanxanay Chwarta),Pharmacy (formula & diapers),+9647719712835,,"Sharbazher District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Saidsadiq,Eda Pharmacy,Pharmacy (formula & diapers),+9647501033563,,"Saidsadiq District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharazur,Father'S Pharmacy,Pharmacy (formula & diapers),+9647501282434,,"Sharazur District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Chamchamal,Kani Medical Clinic And Pharmacy,Pharmacy (formula & diapers),+9647715649012,,"dr.paiman street Chamchamal Sulaymaniyah Governorate, 46023",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Karzan Pharmacy,Pharmacy (formula & diapers),+9647501153538,,"Ranya District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Kewarash Pharmacy,Pharmacy (formula & diapers),+9647501344804,,Ranya Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Kherkwazy Ranya Pharmacy,Pharmacy (formula & diapers),+9647517945448,,Rania Chwarqurna Rd Ranya Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharazur,Lin Pharmacy,Pharmacy (formula & diapers),+9647501569691,,"Sharazur District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Darbandikhan,Pharmacy,Pharmacy (formula & diapers),+9647733666121,,"metri Darbandikhan Haware Barze, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Runaky Pharmacy,Pharmacy (formula & diapers),+9647706124659,,Ranya Sulaymaniyah Governorate,,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Shad Pharmacy,Pharmacy (formula & diapers),+9647704699918,,"Ranya District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Sharazur,Shefa Pharmacy,Pharmacy (formula & diapers),+9647503566962,,"Sharazur District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Shifa Pharmacy,Pharmacy (formula & diapers),+9647504137076,,"Ranya District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Dukan,Shifa Pharmacy,Pharmacy (formula & diapers),+9647701486873,,"Dukan District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Soran Pharmacy,Pharmacy (formula & diapers),+9647503547282,,"Ranya District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Ranya,Zharo Pharmacy,Pharmacy (formula & diapers),+9647701558675,,"Rania Chwarqurna Rd Doctors St, Sulaymaniyah Governorate",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
Pshdar,Zhyanawa Pharmacy,Pharmacy (formula & diapers),+9647504155381,,"Pshdar District, Sulaymaniyah Governorate, Iraq",,,,,,,Pharmacy — confirm it stocks baby lines before pitching,,
